date,value
2026-04-08,158.2676
2026-04-29,159.1249
2026-04-30,159.196
2026-05-04,159.0666
2026-05-05,159.2057
2026-05-06,159.3758
2026-05-07,159.3878
2026-05-08,159.4994
2026-05-12,159.4082
2026-05-14,159.3318
2026-05-15,159.1708
2026-05-18,159.1606
2026-05-19,159.1287
2026-05-20,159.26
2026-05-21,159.3582
2026-05-22,159.1737
2026-05-25,159.2217
2026-05-26,159.3961
2026-05-28,159.5454
2026-05-29,159.5978
2026-06-01,159.5555
2026-06-02,159.4244
2026-06-03,159.5162
2026-06-04,159.5669
2026-06-18,159.6083
2026-06-19,159.6243
2026-06-22,159.6019
2026-06-23,159.7206
2026-06-24,159.9414
2026-06-25,159.9942
2026-06-26,160.0423
2026-06-29,160.0062
2026-06-30,159.9998
2026-07-01,159.7884
2026-07-02,159.9022
2026-07-03,159.9185
2026-07-06,159.9719
2026-07-07,159.8692
2026-07-08,159.8177
2026-07-09,159.9419
2026-07-10,159.9134
2026-07-13,159.7883
