date,value
2026-05-04,100.0565
2026-05-05,100.0657
2026-05-07,100.084
2026-05-08,100.0932
2026-05-11,100.1207
2026-05-12,100.1299
2026-05-15,100.1582
2026-05-18,100.1858
2026-05-19,100.195
2026-05-21,100.2133
2026-05-22,100.2827
2026-05-25,100.3155
2026-05-26,100.2312
2026-05-28,100.2378
2026-05-29,100.289
2026-06-01,100.3078
2026-06-02,100.3157
2026-06-03,100.3119
2026-06-04,100.2955
2026-06-05,100.3036
2026-06-19,100.7616
2026-06-22,100.7796
2026-06-23,100.8121
2026-06-24,100.8167
2026-06-25,100.8374
2026-06-26,100.8536
2026-06-29,100.8972
2026-06-30,100.9456
2026-07-01,100.9322
2026-07-02,100.9254
2026-07-03,100.9311
2026-07-06,100.9803
2026-07-07,101.0226
2026-07-08,101.0222
2026-07-09,101.0239
2026-07-10,101.0373
2026-07-13,101.0645
2026-07-14,101.0578
2026-07-15,101.0873
2026-07-16,101.0932
2026-07-17,101.1007
2026-07-20,101.1212
2026-07-21,101.1721
2026-07-22,101.1623
2026-07-23,101.1666
2026-07-24,101.1237
2026-07-27,101.2128
2026-07-28,101.2714
2026-07-29,101.2925
2026-07-30,101.3141
2026-07-31,101.2996
