date,value
2026-04-08,235.9426
2026-04-29,248.0795
2026-04-30,250.5044
2026-05-04,250.2624
2026-05-05,252.1452
2026-05-06,255.6601
2026-05-07,254.8292
2026-05-08,256.8568
2026-05-12,257.0582
2026-05-14,260.4393
2026-05-15,257.3413
2026-05-18,257.148
2026-05-19,255.5435
2026-05-20,258.1172
2026-05-21,258.584
2026-05-22,259.5761
2026-05-25,259.5664
2026-05-26,261.2035
2026-05-28,262.5582
2026-05-29,263.1963
2026-06-01,263.8579
2026-06-02,264.2088
2026-06-03,262.2194
2026-06-04,263.442
2026-06-18,260.1901
2026-06-19,260.187
2026-06-22,259.3964
2026-06-23,255.7508
2026-06-24,255.583
2026-06-25,255.526
2026-06-26,253.3998
2026-06-29,258.0903
2026-06-30,259.6625
2026-07-01,259.7297
2026-07-02,259.5031
2026-07-03,259.5
2026-07-06,261.6003
2026-07-07,260.3731
2026-07-08,259.7004
2026-07-09,261.6782
2026-07-10,262.6869
2026-07-13,260.8508
2026-07-14,261.686
2026-07-15,262.7575
2026-07-16,261.4502
2026-07-17,258.918
2026-07-20,258.4601
2026-07-21,260.7179
2026-07-22,260.3645
2026-07-23,257.1689
2026-07-24,257.4169
2026-07-27,257.4715
2026-07-28,258.0351
2026-07-29,254.2757
2026-07-30,258.3599
2026-07-31,260.0881
2026-08-03,263.7306
2026-08-04,268.1971
2026-08-05,267.717
2026-08-06,267.2924
