date,value
2026-03-18,2.450763
2026-03-23,2.419155
2026-03-24,2.415215
2026-03-25,2.424348
2026-03-26,2.432511
2026-03-30,2.432006
2026-03-31,2.436497
2026-04-01,2.448637
2026-04-06,2.456865
2026-04-07,2.455745
2026-04-10,2.476432
2026-04-13,2.467356
2026-04-14,2.475851
2026-04-16,2.474633
2026-04-20,2.47676
2026-04-21,2.46807
2026-04-22,2.464893
2026-04-23,2.463206
2026-04-24,2.46128
2026-04-27,2.461885
2026-04-28,2.449663
2026-04-30,2.441104
2026-05-04,2.429536
2026-05-05,2.402021
2026-05-06,2.383058
2026-05-07,2.421512
2026-05-08,2.422589
2026-05-11,2.41741
2026-05-12,2.402316
