date,value
2026-03-18,1.092987
2026-03-23,1.099597
2026-03-24,1.091943
2026-03-25,1.099458
2026-03-26,1.082371
2026-04-01,1.097626
2026-04-06,1.101727
2026-04-07,1.107688
2026-04-10,1.134446
2026-04-13,1.148862
2026-04-14,1.157265
2026-04-16,1.170545
2026-04-20,1.182624
2026-04-21,1.173919
2026-04-22,1.189828
2026-04-23,1.191989
2026-04-24,1.205558
2026-04-27,1.207595
2026-04-28,1.213277
2026-05-04,1.229077
2026-05-05,1.238237
2026-05-06,1.250939
2026-05-07,1.228812
2026-05-08,1.24273
2026-05-11,1.256418
2026-05-12,1.261209
2026-05-14,1.281201
2026-05-15,1.267278
2026-05-18,1.266839
2026-05-19,1.258683
2026-05-21,1.270432
2026-05-22,1.277649
2026-05-25,1.277649
2026-05-26,1.283078
2026-05-28,1.290599
