date,value
2026-05-15,1.0675
2026-05-18,1.0676
2026-05-19,1.0674
2026-05-20,1.0674
2026-05-21,1.0675
2026-05-22,1.0677
2026-05-25,1.0679
2026-05-26,1.0681
2026-05-28,1.0683
2026-05-29,1.0686
2026-06-01,1.0687
2026-06-02,1.0688
2026-06-03,1.0689
2026-06-04,1.0689
2026-06-05,1.0692
2026-06-19,1.0712
2026-06-22,1.0713
2026-06-23,1.0715
2026-06-24,1.0716
2026-06-25,1.0717
2026-06-26,1.0719
2026-06-29,1.072
2026-06-30,1.0722
2026-07-01,1.0723
2026-07-02,1.0724
2026-07-03,1.0727
2026-07-06,1.0729
2026-07-07,1.0731
2026-07-08,1.0732
2026-07-09,1.0732
2026-07-10,1.0735
2026-07-13,1.0736
2026-07-14,1.0737
2026-07-15,1.0739
2026-07-16,1.0741
2026-07-17,1.0743
2026-07-20,1.0744
2026-07-21,1.0746
2026-07-22,1.0747
2026-07-23,1.0749
2026-07-24,1.0751
2026-07-27,1.0753
2026-07-28,1.0755
