date,value
2026-05-15,1.1076
2026-05-18,1.1078
2026-05-19,1.1077
2026-05-20,1.1077
2026-05-21,1.1077
2026-05-22,1.108
2026-05-25,1.1082
2026-05-26,1.1084
2026-05-28,1.1087
2026-05-29,1.109
2026-06-01,1.1091
2026-06-02,1.1093
2026-06-03,1.1094
2026-06-04,1.1094
2026-06-05,1.1097
2026-06-19,1.112
2026-06-22,1.1122
2026-06-23,1.1124
2026-06-24,1.1125
2026-06-25,1.1126
2026-06-26,1.1129
2026-06-29,1.113
2026-06-30,1.1132
2026-07-01,1.1134
2026-07-02,1.1135
2026-07-03,1.1138
2026-07-06,1.114
2026-07-07,1.1143
2026-07-08,1.1144
2026-07-09,1.1144
2026-07-10,1.1147
2026-07-13,1.1149
2026-07-14,1.115
2026-07-15,1.1152
2026-07-16,1.1154
2026-07-17,1.1157
2026-07-20,1.1158
2026-07-21,1.116
2026-07-22,1.1162
2026-07-23,1.1163
2026-07-24,1.1165
2026-07-27,1.1168
2026-07-28,1.117
2026-07-29,1.1172
2026-07-30,1.1173
2026-07-31,1.1176
2026-08-03,1.1178
2026-08-04,1.118
