date,value
2026-03-18,1.152463
2026-03-19,1.151044
2026-03-23,1.147837
2026-03-24,1.146726
2026-03-25,1.148564
2026-03-26,1.149914
2026-03-29,1.150189
2026-03-30,1.150239
2026-03-31,1.151057
2026-04-01,1.153499
2026-04-06,1.15511
2026-04-07,1.155638
2026-04-08,1.159493
2026-04-12,1.159729
2026-04-13,1.159131
2026-04-14,1.160618
2026-04-15,1.160393
2026-04-16,1.160609
2026-04-19,1.160498
2026-04-20,1.161418
2026-04-21,1.161746
2026-04-22,1.16184
2026-04-23,1.161635
2026-04-26,1.159476
2026-04-27,1.159342
2026-04-28,1.157559
2026-04-29,1.157597
2026-05-03,1.155795
2026-05-04,1.155746
2026-05-05,1.151506
2026-05-06,1.148657
2026-05-07,1.152603
2026-05-10,1.152662
2026-05-11,1.151628
2026-05-12,1.148911
2026-05-14,1.144724
2026-05-15,1.144048
2026-05-19,1.143246
2026-05-20,1.143019
2026-05-21,1.143507
2026-05-24,1.143271
2026-05-25,1.144748
2026-05-26,1.144879
2026-05-28,1.146268
2026-05-29,1.147485
2026-06-01,1.148226
2026-06-02,1.148535
2026-06-03,1.14839
2026-06-04,1.148229
2026-06-18,1.162584
2026-06-22,1.162844
2026-06-23,1.162292
2026-06-24,1.162004
2026-06-25,1.163419
2026-06-28,1.163472
2026-06-29,1.16383
2026-06-30,1.164228
2026-07-01,1.162706
2026-07-02,1.163152
2026-07-05,1.16331
2026-07-06,1.164026
2026-07-07,1.16447
2026-07-08,1.163972
2026-07-09,1.161486
2026-07-10,1.162843
2026-07-14,1.16054
2026-07-15,1.161813
2026-07-16,1.1618
2026-07-17,1.161016
2026-07-20,1.160061
2026-07-21,1.160139
2026-07-22,1.159462
2026-07-23,1.158842
