date,value
2026-03-18,1.159034
2026-03-19,1.158865
2026-03-23,1.159048
2026-03-24,1.159967
2026-03-25,1.160157
2026-03-26,1.160831
2026-03-29,1.16102
2026-03-30,1.161127
2026-03-31,1.161277
2026-04-01,1.161523
2026-04-06,1.161644
2026-04-07,1.162166
2026-04-08,1.161697
2026-04-12,1.162936
2026-04-13,1.163222
2026-04-14,1.163212
2026-04-15,1.163404
2026-04-16,1.163807
2026-04-19,1.163993
2026-04-20,1.16449
2026-04-21,1.164765
2026-04-22,1.165052
2026-04-23,1.16519
2026-04-26,1.165334
2026-04-27,1.165289
2026-04-28,1.165135
2026-04-29,1.165907
2026-05-03,1.165991
2026-05-04,1.166613
2026-05-05,1.166308
2026-05-06,1.16632
2026-05-07,1.166292
2026-05-10,1.166442
2026-05-11,1.166866
2026-05-12,1.166632
2026-05-14,1.165963
2026-05-15,1.166024
2026-05-19,1.166253
2026-05-20,1.165656
2026-05-21,1.165621
2026-05-24,1.165613
2026-05-25,1.166859
2026-05-26,1.166883
2026-05-28,1.167439
2026-05-29,1.167639
2026-06-01,1.167923
2026-06-02,1.168279
2026-06-03,1.168416
2026-06-04,1.168519
2026-06-18,1.170927
2026-06-22,1.171583
2026-06-23,1.171791
2026-06-24,1.171938
2026-06-25,1.172078
2026-06-28,1.172129
2026-06-29,1.172724
2026-06-30,1.172993
2026-07-01,1.173149
2026-07-02,1.173302
2026-07-05,1.173483
2026-07-06,1.173964
2026-07-07,1.174119
2026-07-08,1.174087
2026-07-09,1.174352
2026-07-10,1.174501
2026-07-14,1.175257
2026-07-15,1.175432
2026-07-16,1.175512
2026-07-17,1.175701
2026-07-20,1.175931
2026-07-21,1.176168
2026-07-22,1.176412
2026-07-23,1.176622
2026-07-26,1.176718
2026-07-27,1.177283
2026-07-28,1.17788
2026-07-29,1.178071
2026-07-30,1.178114
2026-07-31,1.178195
2026-08-03,1.178768
2026-08-04,1.178909
2026-08-05,1.179093
2026-08-06,1.179351
2026-08-07,1.179713
2026-08-10,1.180293
2026-08-12,1.180731
2026-08-13,1.18084
2026-08-17,1.181483
2026-08-19,1.181791
