date,value
2026-03-19,1.570365
2026-03-23,1.5705
2026-03-24,1.570306
2026-03-25,1.570531
2026-03-26,1.570737
2026-03-27,1.571145
2026-03-30,1.571368
2026-03-31,1.571562
2026-04-01,1.572266
2026-04-06,1.572597
2026-04-07,1.572795
2026-04-08,1.573314
2026-04-10,1.574147
2026-04-13,1.574453
2026-04-14,1.574628
2026-04-15,1.574901
2026-04-16,1.575079
2026-04-17,1.575582
2026-04-20,1.575939
2026-04-21,1.576117
2026-04-22,1.576288
2026-04-23,1.576427
2026-04-24,1.576816
2026-04-27,1.577092
2026-04-28,1.577297
2026-04-29,1.577401
2026-04-30,1.577642
2026-05-04,1.577888
2026-05-05,1.577865
2026-05-06,1.577658
2026-05-07,1.577524
2026-05-08,1.577866
2026-05-11,1.578125
2026-05-12,1.578128
2026-05-13,1.578137
2026-05-15,1.578736
2026-05-18,1.578802
2026-05-19,1.578786
2026-05-20,1.578888
2026-05-21,1.579043
2026-05-22,1.579344
2026-05-25,1.579548
2026-05-28,1.580055
2026-05-29,1.580535
2026-06-01,1.580777
2026-06-02,1.580933
2026-06-03,1.581115
2026-06-04,1.581301
2026-06-05,1.58181
2026-06-19,1.584396
2026-06-22,1.584491
2026-06-23,1.584599
2026-06-24,1.584755
2026-06-25,1.584937
2026-06-26,1.585429
2026-06-29,1.585662
2026-06-30,1.585875
2026-07-01,1.586071
2026-07-02,1.58614
2026-07-03,1.586667
2026-07-06,1.586949
2026-07-07,1.587125
2026-07-08,1.587311
2026-07-09,1.58744
2026-07-10,1.587883
2026-07-13,1.588137
2026-07-14,1.588277
2026-07-15,1.588543
2026-07-16,1.588767
2026-07-17,1.589256
2026-07-20,1.589507
2026-07-21,1.589701
2026-07-22,1.589898
2026-07-23,1.590143
2026-07-24,1.590554
2026-07-27,1.590794
2026-07-28,1.591036
2026-07-29,1.591236
2026-07-30,1.591401
2026-07-31,1.591834
