date,value
2026-03-19,1.403008
2026-03-23,1.401626
2026-03-24,1.401727
2026-03-25,1.402153
2026-03-26,1.40259
2026-03-27,1.402896
2026-03-30,1.40348
2026-03-31,1.403616
2026-04-01,1.404118
2026-04-06,1.404959
2026-04-07,1.405502
2026-04-08,1.407863
2026-04-10,1.407668
2026-04-13,1.408162
2026-04-14,1.408384
2026-04-15,1.408499
2026-04-16,1.409054
2026-04-17,1.409556
2026-04-20,1.410081
2026-04-21,1.410525
2026-04-22,1.410648
2026-04-23,1.410415
2026-04-24,1.40996
2026-04-27,1.410045
2026-04-28,1.410477
2026-04-29,1.409423
2026-04-30,1.408493
2026-05-04,1.408896
2026-05-05,1.407154
2026-05-06,1.407266
2026-05-07,1.406685
2026-05-08,1.406732
2026-05-11,1.406963
2026-05-12,1.406484
2026-05-13,1.405402
2026-05-15,1.405367
2026-05-18,1.405166
2026-05-19,1.401639
2026-05-20,1.401797
2026-05-21,1.402189
2026-05-22,1.402344
2026-05-25,1.403407
2026-05-28,1.404443
2026-05-29,1.405848
2026-06-01,1.406266
2026-06-02,1.406686
2026-06-03,1.406814
2026-06-04,1.406367
2026-06-05,1.407265
2026-06-19,1.414785
2026-06-22,1.414454
2026-06-23,1.414731
2026-06-24,1.41487
2026-06-25,1.415512
2026-06-26,1.415741
2026-06-29,1.415832
2026-06-30,1.416027
2026-07-01,1.416087
2026-07-02,1.416269
2026-07-03,1.416504
2026-07-06,1.416955
2026-07-07,1.417236
2026-07-08,1.41725
2026-07-09,1.416457
2026-07-10,1.416804
2026-07-13,1.416852
2026-07-14,1.416567
2026-07-15,1.416983
2026-07-16,1.417162
2026-07-17,1.417121
2026-07-20,1.41704
2026-07-21,1.417399
2026-07-22,1.417787
2026-07-23,1.417903
2026-07-24,1.417638
2026-07-27,1.418204
2026-07-28,1.41858
2026-07-29,1.418837
2026-07-30,1.419026
2026-07-31,1.418475
2026-08-03,1.419884
2026-08-04,1.420348
2026-08-05,1.420565
2026-08-06,1.420907
2026-08-07,1.421325
2026-08-10,1.421881
2026-08-11,1.423034
2026-08-12,1.423335
2026-08-13,1.423984
