date,value
2026-03-31,1.815777
2026-04-01,1.827016
2026-04-06,1.827842
2026-04-07,1.827175
2026-04-08,1.837871
2026-04-10,1.836315
2026-04-13,1.831215
2026-04-14,1.83707
2026-04-15,1.836276
2026-04-16,1.836331
2026-04-17,1.835951
2026-04-20,1.839325
2026-04-21,1.838109
2026-04-22,1.838387
2026-04-23,1.835629
2026-04-24,1.82646
2026-04-27,1.824558
2026-04-28,1.81891
2026-04-29,1.817804
2026-04-30,1.813208
2026-05-04,1.812372
2026-05-05,1.79196
2026-05-06,1.790915
2026-05-07,1.809907
2026-05-08,1.808878
2026-05-11,1.803199
2026-05-12,1.801701
2026-05-14,1.789919
2026-05-15,1.786532
2026-05-18,1.786363
2026-05-19,1.779324
2026-05-20,1.779578
2026-05-21,1.780464
2026-05-22,1.78115
2026-05-25,1.782479
2026-05-26,1.783715
2026-05-28,1.78537
2026-05-29,1.790147
2026-06-01,1.791746
2026-06-02,1.79216
2026-06-03,1.793501
2026-06-04,1.79309
2026-06-18,1.817465
2026-06-19,1.816763
2026-06-22,1.817925
2026-06-23,1.837582
2026-06-24,1.818056
2026-06-25,1.823684
2026-06-26,1.823661
2026-06-29,1.822512
2026-06-30,1.831958
2026-07-01,1.823651
2026-07-02,1.824739
2026-07-03,1.824884
2026-07-06,1.82696
2026-07-07,1.828089
2026-07-08,1.825137
2026-07-09,1.81657
2026-07-10,1.820927
2026-07-13,1.81845
2026-07-14,1.808391
2026-07-15,1.816423
2026-07-16,1.816832
2026-07-17,1.814498
2026-07-20,1.814266
2026-07-21,1.809507
2026-07-22,1.806124
2026-07-23,1.802079
2026-07-24,1.798299
2026-07-27,1.803692
2026-07-28,1.807038
2026-07-29,1.809588
2026-07-30,1.806781
2026-07-31,1.810098
2026-08-03,1.812406
2026-08-04,1.815064
2026-08-05,1.820048
2026-08-06,1.820889
2026-08-07,1.819473
2026-08-10,1.824004
2026-08-11,1.821759
2026-08-12,1.822989
2026-08-13,1.824569
2026-08-14,1.826192
2026-08-17,1.82687
2026-08-18,1.824514
2026-08-19,1.823088
2026-08-20,1.825241
2026-08-24,1.826908
2026-08-25,1.82498
2026-08-26,1.826871
2026-08-27,1.826943
2026-08-28,1.826613
2026-09-01,1.821797
2026-09-02,1.818245
2026-09-03,1.821946
