date,value
2026-03-19,2.0857
2026-03-23,2.0584
2026-03-24,2.0648
2026-03-25,2.0759
2026-03-26,2.0752
2026-03-27,2.0659
2026-03-30,2.0661
2026-03-31,2.074
2026-04-01,2.0871
2026-04-06,2.079
2026-04-07,2.0814
2026-04-08,2.0957
2026-04-10,2.0975
2026-04-13,2.0947
2026-04-14,2.105
2026-04-15,2.113
2026-04-16,2.1135
2026-04-17,2.111
2026-04-20,2.1147
2026-04-21,2.1138
2026-04-22,2.1095
2026-04-23,2.1069
2026-04-24,2.1055
2026-04-27,2.1071
2026-04-28,2.1041
2026-04-29,2.1044
2026-04-30,2.0994
2026-05-04,2.1023
2026-05-05,2.0997
2026-05-06,2.1065
2026-05-07,2.1116
2026-05-08,2.1087
2026-05-11,2.1077
2026-05-12,2.1043
2026-05-13,2.101
2026-05-15,2.0882
2026-05-18,2.0774
2026-05-19,2.0786
2026-05-20,2.0741
2026-05-21,2.0807
2026-05-22,2.0832
2026-05-25,2.0842
2026-05-26,2.0871
2026-05-28,2.0884
2026-05-29,2.093
2026-06-01,2.0937
2026-06-02,2.0952
2026-06-03,2.0927
2026-06-04,2.0914
2026-06-05,2.0925
2026-06-19,2.096
2026-06-22,2.0941
2026-06-23,2.0926
2026-06-24,2.0925
2026-06-25,2.0987
2026-06-26,2.1
2026-06-29,2.1009
2026-06-30,2.1031
2026-07-01,2.0999
2026-07-02,2.0938
