date,value
2026-03-19,306.73
2026-03-23,306.71
2026-03-24,306.72
2026-03-25,306.78
2026-03-26,306.86
2026-03-27,306.9
2026-03-30,306.96
2026-03-31,307.0
2026-04-01,307.1
2026-04-06,307.18
2026-04-07,307.2
2026-04-08,307.28
2026-04-10,307.37
2026-04-13,307.43
2026-04-14,307.46
2026-04-15,307.47
2026-04-16,307.52
2026-04-17,307.57
2026-04-20,307.66
2026-04-21,307.69
2026-04-22,307.72
2026-04-23,307.75
2026-04-24,307.8
2026-04-27,307.84
2026-04-28,307.87
2026-04-29,307.9
2026-04-30,307.93
2026-05-04,308.01
2026-05-05,307.98
2026-05-06,308.01
2026-05-07,308.01
2026-05-08,308.05
2026-05-11,308.1
2026-05-12,308.13
2026-05-13,308.07
2026-05-15,308.14
2026-05-18,308.18
2026-05-19,308.2
2026-05-20,308.22
2026-05-21,308.25
2026-05-22,308.3
2026-05-25,308.36
2026-05-26,308.39
2026-05-28,308.43
2026-05-29,308.48
2026-06-01,308.54
2026-06-02,308.58
2026-06-03,308.61
2026-06-04,308.62
2026-06-05,308.68
2026-06-19,309.14
2026-06-22,309.19
2026-06-23,309.22
2026-06-24,309.25
2026-06-25,309.28
2026-06-26,309.33
2026-06-29,309.39
2026-06-30,309.44
2026-07-01,309.47
2026-07-02,309.5
2026-07-03,309.55
2026-07-06,309.63
2026-07-07,309.67
2026-07-08,309.69
2026-07-09,309.71
2026-07-10,309.76
2026-07-13,309.82
2026-07-14,309.85
2026-07-15,309.9
2026-07-16,309.94
2026-07-17,309.99
2026-07-20,310.06
2026-07-21,310.09
2026-07-22,310.13
2026-07-23,310.16
