date,value
2026-03-19,181.04
2026-03-23,181.09
2026-03-24,181.1
2026-03-25,181.12
2026-03-26,181.13
2026-03-27,181.16
2026-03-30,181.2
2026-03-31,181.22
2026-04-01,181.26
2026-04-06,181.32
2026-04-07,181.33
2026-04-08,181.36
2026-04-10,181.4
2026-04-13,181.44
2026-04-14,181.45
2026-04-15,181.48
2026-04-16,181.49
2026-04-17,181.52
2026-04-20,181.56
2026-04-21,181.58
2026-04-22,181.59
2026-04-23,181.61
2026-04-24,181.64
2026-04-27,181.68
2026-04-28,181.7
2026-04-29,181.71
2026-04-30,181.74
2026-05-04,181.79
2026-05-05,181.81
2026-05-06,181.82
2026-05-07,181.83
2026-05-08,181.86
2026-05-11,181.89
2026-05-12,181.91
2026-05-13,181.92
2026-05-15,181.97
2026-05-18,182.0
2026-05-19,182.02
2026-05-20,182.03
2026-05-21,182.05
2026-05-22,182.08
2026-05-25,182.11
2026-05-26,182.13
