date,value
2026-04-29,195.94
2026-05-03,196.19
2026-05-04,196.12
2026-05-05,196.27
2026-05-06,197.62
2026-05-07,197.41
2026-05-10,197.67
2026-05-11,197.25
2026-05-12,196.42
2026-05-14,196.43
2026-05-17,194.88
2026-05-18,194.58
2026-05-19,193.81
2026-05-20,194.96
2026-05-21,194.97
2026-05-24,195.29
2026-05-25,195.28
2026-05-27,196.01
2026-05-28,196.59
2026-05-31,196.99
2026-06-01,196.77
2026-06-02,197.1
2026-06-03,196.65
2026-06-04,196.86
2026-06-18,197.73
2026-06-21,197.72
2026-06-22,197.14
2026-06-23,197.15
2026-06-24,197.59
2026-06-25,197.88
2026-06-28,198.03
2026-06-29,198.07
2026-06-30,197.74
2026-07-01,197.38
2026-07-02,197.79
2026-07-05,197.79
2026-07-06,198.04
2026-07-07,197.57
2026-07-08,196.84
2026-07-09,197.22
2026-07-12,197.36
2026-07-13,196.7
2026-07-14,197.02
2026-07-15,197.28
2026-07-16,197.09
2026-07-19,196.91
2026-07-20,196.49
2026-07-21,196.35
2026-07-22,195.94
2026-07-23,194.96
2026-07-26,195.19
2026-07-27,195.75
2026-07-28,196.13
2026-07-29,195.64
2026-07-30,196.05
2026-08-02,195.79
2026-08-03,196.59
2026-08-04,197.35
2026-08-05,197.55
