date,value
2026-05-14,1.5845
2026-05-15,1.5892
2026-05-18,1.5951
2026-05-19,1.5847
2026-05-20,1.5821
2026-05-21,1.5945
2026-05-22,1.6035
2026-05-25,1.6032
2026-05-26,1.6057
2026-05-28,1.6044
2026-05-29,1.625
2026-06-01,1.6243
2026-06-02,1.6311
2026-06-03,1.6301
2026-06-04,1.6247
2026-06-18,1.6196
2026-06-19,1.6194
2026-06-22,1.6255
2026-06-23,1.6253
2026-06-24,1.599
2026-06-25,1.5912
2026-06-26,1.5884
2026-06-29,1.6043
2026-06-30,1.616
2026-07-01,1.6134
2026-07-02,1.6255
2026-07-03,1.6254
2026-07-06,1.6271
2026-07-07,1.6253
2026-07-08,1.6101
2026-07-09,1.6189
2026-07-10,1.6255
2026-07-13,1.6215
2026-07-14,1.62
2026-07-15,1.6315
2026-07-16,1.62
2026-07-17,1.5953
2026-07-20,1.6005
2026-07-21,1.604
