date,value
2026-05-14,71.2435
2026-05-15,71.2569
2026-05-18,71.3892
2026-05-19,71.2472
2026-05-20,71.1677
2026-05-21,71.2184
2026-05-22,71.6961
2026-05-25,71.4346
2026-05-26,71.8344
2026-05-28,71.7274
2026-05-29,72.0295
2026-06-01,72.1934
2026-06-02,72.1906
2026-06-03,72.1676
2026-06-04,72.0704
2026-06-18,70.3789
2026-06-19,70.6206
2026-06-22,71.1472
2026-06-23,71.4064
2026-06-24,71.1849
2026-06-25,70.8574
2026-06-26,70.7593
2026-06-29,70.8777
2026-06-30,71.2083
2026-07-01,71.5605
2026-07-02,71.8771
2026-07-03,71.702
2026-07-06,71.8953
2026-07-07,71.9404
2026-07-08,71.6656
2026-07-09,71.622
2026-07-10,71.7634
2026-07-13,71.8614
2026-07-14,71.8983
2026-07-15,72.0184
2026-07-16,71.9105
2026-07-17,71.7304
2026-07-20,71.7346
2026-07-21,71.7477
2026-07-22,71.8708
2026-07-23,71.5003
2026-07-24,71.5508
2026-07-27,71.728
2026-07-28,71.577
2026-07-29,71.3768
2026-07-30,71.5635
2026-07-31,71.4058
2026-08-03,71.4648
2026-08-04,72.0279
2026-08-05,71.9778
2026-08-06,71.9989
2026-08-07,72.1482
2026-08-10,71.9233
2026-08-11,72.3603
2026-08-12,72.2903
2026-08-13,72.6301
2026-08-14,72.806
