date,value
2026-05-14,1.3545
2026-05-15,1.3536
2026-05-18,1.3531
2026-05-19,1.3517
2026-05-20,1.3519
2026-05-21,1.3526
2026-05-22,1.3526
2026-05-25,1.3531
2026-05-26,1.3542
2026-05-28,1.3553
2026-05-29,1.3576
2026-06-01,1.3583
2026-06-02,1.359
2026-06-03,1.3589
2026-06-04,1.3587
2026-06-18,1.3749
2026-06-19,1.3746
2026-06-22,1.3751
2026-06-23,1.3741
2026-06-24,1.3738
2026-06-25,1.3755
2026-06-26,1.3755
2026-06-29,1.3759
2026-06-30,1.3764
2026-07-01,1.3752
2026-07-02,1.3755
2026-07-03,1.3759
2026-07-06,1.3766
2026-07-07,1.3773
2026-07-08,1.3764
2026-07-09,1.373
2026-07-10,1.375
2026-07-13,1.3738
2026-07-14,1.3713
2026-07-15,1.3731
2026-07-16,1.3732
2026-07-17,1.3725
2026-07-20,1.3713
2026-07-21,1.3719
2026-07-22,1.3712
2026-07-23,1.3703
2026-07-24,1.3683
2026-07-27,1.3703
2026-07-28,1.3719
2026-07-29,1.3724
2026-07-30,1.3715
2026-07-31,1.3723
2026-08-03,1.374
2026-08-04,1.3752
2026-08-05,1.3777
2026-08-06,1.3784
2026-08-07,1.3785
2026-08-10,1.3809
2026-08-11,1.3808
2026-08-12,1.3812
2026-08-13,1.3823
2026-08-14,1.383
2026-08-17,1.3833
2026-08-18,1.3827
2026-08-19,1.3826
2026-08-20,1.3831
2026-08-24,1.3842
2026-08-25,1.3837
2026-08-26,1.3849
2026-08-27,1.3849
