date,value
2026-05-14,1.0782
2026-05-15,1.0819
2026-05-18,1.0727
2026-05-19,1.0751
2026-05-20,1.0732
2026-05-21,1.0802
2026-05-22,1.0896
2026-05-25,1.0894
2026-05-26,1.1001
2026-05-28,1.1025
2026-05-29,1.0976
2026-06-01,1.0886
2026-06-02,1.0903
2026-06-03,1.0831
2026-06-04,1.0873
2026-06-18,1.1342
2026-06-19,1.1338
2026-06-22,1.1336
2026-06-23,1.1336
2026-06-24,1.1294
2026-06-25,1.1331
2026-06-26,1.133
2026-06-29,1.1297
2026-06-30,1.1295
2026-07-01,1.1298
2026-07-02,1.1331
2026-07-03,1.1348
2026-07-06,1.1412
2026-07-07,1.1392
2026-07-08,1.117
2026-07-09,1.1316
2026-07-10,1.1419
2026-07-13,1.134
2026-07-14,1.1216
2026-07-15,1.1258
2026-07-16,1.1209
2026-07-17,1.127
2026-07-20,1.1225
2026-07-21,1.1266
2026-07-22,1.1129
2026-07-23,1.1083
2026-07-24,1.1049
2026-07-27,1.1264
2026-07-28,1.1226
2026-07-29,1.1348
2026-07-30,1.1334
2026-07-31,1.1465
2026-08-03,1.163
2026-08-04,1.1579
2026-08-05,1.1651
2026-08-06,1.1682
2026-08-07,1.1648
2026-08-10,1.1711
2026-08-11,1.1643
2026-08-12,1.1679
2026-08-13,1.1643
2026-08-14,1.1647
2026-08-17,1.1622
