date,value
2026-03-18,2.082194
2026-03-19,2.078395
2026-03-23,2.069613
2026-03-24,2.059854
2026-03-25,2.077403
2026-03-26,2.038933
2026-03-27,2.014035
2026-03-30,2.0081
2026-03-31,2.06347
2026-04-01,2.083714
2026-04-06,2.089161
2026-04-07,2.090014
2026-04-08,2.155475
2026-04-10,2.161141
2026-04-13,2.181392
2026-04-14,2.205604
2026-04-15,2.213179
2026-04-16,2.215588
2026-04-20,2.2397
2026-04-21,2.214981
2026-04-22,2.234139
2026-04-23,2.220508
2026-04-24,2.237537
2026-04-27,2.237151
2026-04-28,2.224817
2026-04-29,2.217351
2026-04-30,2.249619
2026-05-04,2.240355
2026-05-05,2.262572
2026-05-06,2.304471
2026-05-07,2.285358
2026-05-08,2.306112
2026-05-11,2.308002
2026-05-12,2.29416
2026-05-14,2.317649
2026-05-15,2.282393
2026-05-18,2.284963
2026-05-19,2.269756
2026-05-20,2.29775
