2026-03-19,"284.77* as of Mar 18, 2026"
2026-03-19,"284.77* as of Mar 18, 2026"
2026-03-19,"284.77* as of Mar 18, 2026"
2026-03-23,"284.46* as of Mar 22, 2026"
2026-03-24,"283.86* as of Mar 23, 2026"
2026-03-25,"281.02* as of Mar 24, 2026"
2026-03-26,"280.90* as of Mar 25, 2026"
2026-03-27,"281.07* as of Mar 26, 2026"
2026-03-27,"281.07* as of Mar 26, 2026"
2026-03-27,"281.07* as of Mar 26, 2026"
2026-03-30,"282.04* as of Mar 29, 2026"
2026-03-31,"282.06* as of Mar 30, 2026"
2026-04-01,"282.31* as of Mar 31, 2026"
2026-04-01,"282.31* as of Mar 31, 2026"
2026-04-01,"282.31* as of Mar 31, 2026"
2026-04-01,"282.31* as of Mar 31, 2026"
2026-04-01,"282.31* as of Mar 31, 2026"
2026-04-06,"282.75* as of Apr 5, 2026"
2026-04-07,"286.01* as of Apr 6, 2026"
2026-04-08,"285.72* as of Apr 7, 2026"
2026-04-08,"285.72* as of Apr 7, 2026"
2026-04-10,"286.05* as of Apr 9, 2026"
2026-04-10,"286.05* as of Apr 9, 2026"
2026-04-10,"286.05* as of Apr 9, 2026"
2026-04-13,"286.75* as of Apr 12, 2026"
2026-04-14,"286.41* as of Apr 13, 2026"
2026-04-15,"286.80* as of Apr 14, 2026"
2026-04-16,"287.29* as of Apr 15, 2026"
2026-04-17,"287.30* as of Apr 16, 2026"
2026-04-17,"287.30* as of Apr 16, 2026"
2026-04-17,"287.30* as of Apr 16, 2026"
2026-04-20,"287.34* as of Apr 19, 2026"
2026-04-21,"287.20* as of Apr 20, 2026"
2026-04-22,"287.34* as of Apr 21, 2026"
2026-04-23,"287.14* as of Apr 22, 2026"
2026-04-24,"287.19* as of Apr 23, 2026"
2026-04-24,"287.19* as of Apr 23, 2026"
