2026-03-19,"350.05* as of Mar 18, 2026"
2026-03-19,"350.05* as of Mar 18, 2026"
2026-03-19,"350.05* as of Mar 18, 2026"
2026-03-23,"349.18* as of Mar 22, 2026"
2026-03-24,"347.52* as of Mar 23, 2026"
2026-03-25,"346.35* as of Mar 24, 2026"
2026-03-26,"348.25* as of Mar 25, 2026"
2026-03-27,"342.05* as of Mar 26, 2026"
2026-03-27,"342.05* as of Mar 26, 2026"
2026-03-27,"342.05* as of Mar 26, 2026"
2026-03-30,"336.24* as of Mar 29, 2026"
2026-03-31,"335.08* as of Mar 30, 2026"
2026-04-01,"344.75* as of Mar 31, 2026"
2026-04-01,"344.75* as of Mar 31, 2026"
2026-04-01,"344.75* as of Mar 31, 2026"
2026-04-01,"344.75* as of Mar 31, 2026"
2026-04-01,"344.75* as of Mar 31, 2026"
2026-04-06,"347.32* as of Apr 5, 2026"
