2026-03-19,"119.12* as of Mar 18, 2026"
2026-03-19,"119.12* as of Mar 18, 2026"
2026-03-19,"119.12* as of Mar 18, 2026"
2026-03-23,"118.05* as of Mar 22, 2026"
2026-03-24,"117.77* as of Mar 23, 2026"
2026-03-25,"117.50* as of Mar 24, 2026"
2026-03-26,"118.69* as of Mar 25, 2026"
2026-03-27,"117.31* as of Mar 26, 2026"
2026-03-27,"117.31* as of Mar 26, 2026"
2026-03-27,"117.31* as of Mar 26, 2026"
2026-03-30,"116.23* as of Mar 29, 2026"
2026-03-31,"115.43* as of Mar 30, 2026"
2026-04-01,"116.35* as of Mar 31, 2026"
2026-04-01,"116.35* as of Mar 31, 2026"
2026-04-01,"116.35* as of Mar 31, 2026"
2026-04-01,"116.35* as of Mar 31, 2026"
2026-04-01,"116.35* as of Mar 31, 2026"
2026-04-06,"118.19* as of Apr 5, 2026"
2026-04-07,"117.53* as of Apr 6, 2026"
