date,value
2026-03-18,2.048416
2026-03-19,2.040464
2026-03-23,2.032108
2026-03-24,2.030015
2026-03-25,2.031143
2026-03-26,2.037961
2026-03-27,2.038709
2026-03-30,2.042142
2026-03-31,2.044773
2026-04-01,2.049228
2026-04-06,2.052582
2026-04-07,2.05228
2026-04-08,2.065868
2026-04-10,2.066959
2026-04-13,2.06329
2026-04-14,2.069515
2026-04-15,2.068051
2026-04-16,2.068456
2026-04-17,2.067396
2026-04-20,2.070005
2026-04-21,2.071415
2026-04-22,2.069595
2026-04-23,2.065444
2026-04-24,2.059808
2026-04-27,2.0599
2026-04-28,2.054531
2026-04-29,2.023478
2026-04-30,2.053173
2026-05-04,2.046015
2026-05-05,2.022629
2026-05-06,2.015178
2026-05-07,2.024256
2026-05-08,2.027421
2026-05-11,2.023929
2026-05-12,2.018015
2026-05-14,2.00552
2026-05-15,2.00172
2026-05-18,2.000537
2026-05-19,1.992838
2026-05-20,1.989677
2026-05-21,1.994584
2026-05-22,1.996595
2026-05-25,2.003116
2026-05-26,2.000469
2026-05-28,2.003958
2026-05-29,2.007164
2026-06-01,2.007924
2026-06-02,2.009687
2026-06-03,2.01028
2026-06-04,2.00963
2026-06-18,2.062899
2026-06-19,2.063294
2026-06-22,2.063198
2026-06-23,2.061036
2026-06-25,2.061608
2026-06-26,2.064962
2026-06-29,2.06429
2026-06-30,2.065239
2026-07-01,2.058815
2026-07-02,2.057924
2026-07-03,2.056968
2026-07-06,2.054941
2026-07-07,2.058091
2026-07-08,2.055408
2026-07-09,2.048137
2026-07-10,2.048568
2026-07-13,2.04977
2026-07-14,2.040521
2026-07-15,2.01136
2026-07-16,2.042929
2026-07-17,2.040498
2026-07-20,2.027849
2026-07-21,2.023743
