date,value
2026-03-19,1.128542
2026-03-23,1.1081
2026-03-24,1.120143
2026-03-25,1.118585
2026-03-26,1.127422
2026-03-27,1.110671
2026-03-30,1.090933
2026-04-01,1.121082
2026-04-06,1.130902
2026-04-07,1.134215
2026-04-08,1.133941
2026-04-10,1.17469
2026-04-13,1.175022
2026-04-14,1.184815
2026-04-16,1.201694
2026-04-17,1.199851
2026-04-20,1.213836
2026-04-21,1.214796
2026-04-22,1.206484
2026-04-23,1.215733
2026-04-24,1.220463
2026-04-27,1.227708
2026-04-28,1.229192
2026-04-29,1.223173
2026-04-30,1.220276
2026-05-04,1.231286
2026-05-05,1.222826
2026-05-06,1.231746
2026-05-07,1.254688
