date,value
2026-05-15,1.0127
2026-05-18,1.0121
2026-05-19,1.0127
2026-05-20,1.0132
2026-05-21,1.0146
2026-05-22,1.015
2026-05-25,1.0167
2026-05-26,1.0155
2026-05-28,1.0189
2026-05-29,1.0239
2026-06-01,1.0239
2026-06-02,1.0239
2026-06-03,1.0231
2026-06-04,1.0222
2026-06-18,1.0559
2026-06-19,1.0572
2026-06-22,1.0572
2026-06-23,1.0551
2026-06-24,1.0502
2026-06-25,1.056
2026-06-26,1.0599
2026-06-29,1.0584
2026-06-30,1.0594
2026-07-01,1.0563
2026-07-02,1.0564
2026-07-03,1.0561
2026-07-06,1.0565
2026-07-07,1.0573
2026-07-08,1.0553
2026-07-09,1.0506
2026-07-10,1.0526
2026-07-13,1.0508
2026-07-14,1.0465
2026-07-15,1.0491
2026-07-16,1.0496
2026-07-17,1.049
2026-07-20,1.0441
2026-07-21,1.0423
2026-07-22,1.0438
