date,value
2026-05-14,105.98921
2026-05-17,105.918574
2026-05-18,105.264408
2026-05-19,105.965944
2026-05-20,105.816454
2026-05-21,105.482353
2026-05-24,106.525263
2026-05-25,106.148273
2026-05-27,105.292513
2026-05-28,106.307895
2026-05-31,106.615243
2026-06-01,107.04785
2026-06-02,107.238382
2026-06-03,107.964645
2026-06-17,105.263458
2026-06-18,106.50936
2026-06-21,106.851609
2026-06-22,106.981394
2026-06-23,105.245118
2026-06-24,105.316227
2026-06-25,105.036258
2026-06-26,104.162684
2026-06-29,104.578833
2026-06-30,106.624772
2026-07-01,106.946839
2026-07-02,105.668168
2026-07-05,105.741807
2026-07-06,106.687234
2026-07-07,104.582857
2026-07-08,104.055187
2026-07-09,106.375621
2026-07-12,106.242687
2026-07-13,105.960374
2026-07-14,106.666395
2026-07-15,106.104023
2026-07-16,105.729714
2026-07-19,103.601698
2026-07-20,104.713854
2026-07-21,105.524612
2026-07-22,105.62134
2026-07-23,103.497033
2026-07-24,103.030826
2026-07-27,100.980631
2026-07-28,100.809095
2026-07-29,99.418764
2026-07-30,101.448216
2026-08-02,101.207307
2026-08-03,102.168874
2026-08-04,104.774098
2026-08-05,104.362477
2026-08-06,104.215343
2026-08-09,104.92603
