date,value
2026-05-14,141.120815
2026-05-17,141.293591
2026-05-18,138.420474
2026-05-19,136.76971
2026-05-20,136.729053
2026-05-21,138.025636
2026-05-24,141.58686
2026-05-25,141.068883
2026-05-27,144.720225
2026-05-28,143.765093
2026-05-31,145.954791
2026-06-01,147.416293
2026-06-02,147.272113
2026-06-03,149.73655
2026-06-17,140.437888
2026-06-18,140.901933
2026-06-21,143.563161
2026-06-22,144.541752
2026-06-23,141.688508
2026-06-24,141.619053
2026-06-25,142.634355
2026-06-26,140.175126
2026-06-29,142.542084
2026-06-30,142.973533
2026-07-01,146.704082
2026-07-02,143.278254
2026-07-05,142.915533
2026-07-06,144.048597
2026-07-07,143.914611
2026-07-08,140.179927
2026-07-09,142.443386
2026-07-12,141.743422
2026-07-13,139.387954
2026-07-14,139.638432
2026-07-15,141.175502
2026-07-16,139.015607
2026-07-19,136.099593
2026-07-20,136.154808
2026-07-21,136.27261
2026-07-22,138.638116
2026-07-23,138.609131
2026-07-24,135.039051
2026-07-27,134.249406
2026-07-28,134.111337
2026-07-29,131.160105
2026-07-30,129.130531
2026-08-02,131.50746
2026-08-03,135.246652
2026-08-04,134.852788
2026-08-05,139.439118
2026-08-06,140.262488
2026-08-09,140.990928
2026-08-10,139.979218
2026-08-11,141.061606
2026-08-12,142.214531
2026-08-13,143.479586
2026-08-14,144.137587
2026-08-17,145.063783
2026-08-18,142.32144
2026-08-19,142.38405
2026-08-23,139.967629
