2026-03-19,"158.3292* as of Mar 18, 2026"
2026-03-19,"158.3292* as of Mar 18, 2026"
2026-03-19,"158.3292* as of Mar 18, 2026"
2026-03-19,"158.3292* as of Mar 18, 2026"
2026-03-24,"157.8685* as of Mar 23, 2026"
2026-03-25,"157.4062* as of Mar 24, 2026"
2026-03-26,"157.8710* as of Mar 25, 2026"
2026-03-27,"157.6102* as of Mar 26, 2026"
2026-03-27,"157.6102* as of Mar 26, 2026"
2026-03-27,"157.6102* as of Mar 26, 2026"
2026-03-30,"157.7168* as of Mar 27, 2026"
2026-03-31,"157.8442* as of Mar 30, 2026"
2026-04-01,"157.8620* as of Mar 31, 2026"
2026-04-01,"157.8620* as of Mar 31, 2026"
2026-04-01,"157.8620* as of Mar 31, 2026"
2026-04-01,"157.8620* as of Mar 31, 2026"
2026-04-01,"157.8620* as of Mar 31, 2026"
2026-04-06,"158.0088* as of Apr 1, 2026"
2026-04-07,"158.0770* as of Apr 6, 2026"
2026-04-08,"158.2054* as of Apr 7, 2026"
2026-04-08,"158.2054* as of Apr 7, 2026"
2026-04-08,158.2676
2026-04-10,"158.2676* as of Apr 8, 2026"
2026-04-10,"158.2676* as of Apr 8, 2026"
2026-04-13,"158.7436* as of Apr 10, 2026"
2026-04-14,"158.9400* as of Apr 13, 2026"
2026-04-15,"159.1255* as of Apr 14, 2026"
2026-04-16,"159.1323* as of Apr 15, 2026"
2026-04-17,"159.0770* as of Apr 16, 2026"
2026-04-17,"159.0770* as of Apr 16, 2026"
2026-04-17,"159.0770* as of Apr 16, 2026"
2026-04-20,"159.2904* as of Apr 17, 2026"
2026-04-21,"159.3010* as of Apr 20, 2026"
2026-04-22,"159.1332* as of Apr 21, 2026"
2026-04-23,"159.1938* as of Apr 22, 2026"
2026-04-24,"159.1913* as of Apr 23, 2026"
2026-04-24,"159.1913* as of Apr 23, 2026"
2026-04-24,"159.1913* as of Apr 23, 2026"
2026-04-27,"159.2980* as of Apr 24, 2026"
2026-04-28,"159.3044* as of Apr 27, 2026"
2026-04-29,"159.2974* as of Apr 28, 2026"
