2026-03-19,"230.5769* as of Mar 18, 2026"
2026-03-19,"230.5769* as of Mar 18, 2026"
2026-03-19,"230.5769* as of Mar 18, 2026"
2026-03-19,"230.5769* as of Mar 18, 2026"
2026-03-24,"229.0250* as of Mar 23, 2026"
2026-03-25,"228.3165* as of Mar 24, 2026"
2026-03-26,"229.4904* as of Mar 25, 2026"
2026-03-27,"225.5737* as of Mar 26, 2026"
2026-03-27,"225.5737* as of Mar 26, 2026"
2026-03-27,"225.5737* as of Mar 26, 2026"
2026-03-30,"221.8946* as of Mar 27, 2026"
2026-03-31,"221.1998* as of Mar 30, 2026"
2026-04-01,"227.2924* as of Mar 31, 2026"
2026-04-01,"227.2924* as of Mar 31, 2026"
2026-04-01,"227.2924* as of Mar 31, 2026"
2026-04-01,"227.2924* as of Mar 31, 2026"
2026-04-01,"227.2924* as of Mar 31, 2026"
2026-04-06,"228.9061* as of Apr 1, 2026"
2026-04-07,"230.1571* as of Apr 6, 2026"
