date,value
2026-03-19,132.3036
2026-03-23,131.8622
2026-03-24,131.8579
2026-03-25,132.2182
2026-03-26,132.1324
2026-03-27,132.0707
2026-03-30,132.029
2026-03-31,132.1426
2026-04-01,132.5143
2026-04-06,132.6104
2026-04-07,132.8764
2026-04-08,133.3267
2026-04-10,133.4981
2026-04-13,133.4751
2026-04-14,133.6492
2026-04-15,133.6861
2026-04-16,133.7242
2026-04-17,133.6535
2026-04-21,133.721
2026-04-22,133.7505
2026-04-23,133.8019
2026-04-24,133.5469
2026-04-27,133.6094
2026-04-28,132.9086
2026-04-29,132.988
2026-04-30,132.7547
2026-05-04,132.839
2026-05-05,132.4643
2026-05-06,132.4035
2026-05-07,133.0492
2026-05-08,132.9351
2026-05-11,132.5302
2026-05-12,132.3488
2026-05-13,132.1371
2026-05-15,132.0034
2026-05-18,131.935
2026-05-19,131.8253
2026-05-20,131.7421
2026-05-21,131.8003
2026-05-22,132.0056
2026-05-25,131.8775
2026-05-26,131.7696
2026-05-28,131.7708
2026-05-29,131.8311
2026-06-01,132.083
2026-06-02,132.3739
2026-06-03,132.5242
2026-06-04,132.2798
2026-06-05,132.2773
2026-06-19,133.4636
2026-06-22,133.4709
2026-06-23,133.4279
2026-06-25,133.3367
2026-06-26,133.3022
2026-06-29,133.3428
2026-06-30,133.2834
2026-07-01,133.1947
2026-07-02,133.3179
2026-07-03,133.5468
2026-07-06,133.4006
2026-07-07,133.5139
2026-07-08,133.5532
2026-07-09,100.0
2026-07-10,133.2536
2026-07-14,132.9674
2026-07-15,133.3023
2026-07-16,133.3539
2026-07-17,133.2776
2026-07-20,133.2648
2026-07-21,133.4136
2026-07-22,133.2581
2026-07-23,133.0801
2026-07-24,133.099
2026-07-27,133.3449
2026-07-29,133.5726
2026-07-30,133.3664
2026-08-03,133.5285
2026-08-04,133.5032
2026-08-05,133.7001
2026-08-06,133.6817
2026-08-07,133.6128
2026-08-10,133.7219
2026-08-11,133.6694
2026-08-12,133.7721
2026-08-13,133.8963
2026-08-14,133.9167
2026-08-17,133.8259
2026-08-18,133.9194
2026-08-19,133.5217
2026-08-20,133.8483
